번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
208,개방화장실,미광스포렉스,대구광역시 달서구 이곡동로 55 (이곡동),,N,1,3,0,0,0,0,3,0,0,달서구청 환경보호과,,09:00~18:00,,35.85432997,128.5123101,민간,기타,수세식,없음,N,없음,,2020-08-31
209,개방화장실,이마트 성서점 3층,대구광역시 달서구 이곡동로 24 (이곡동),,N,3,4,0,0,0,0,4,1,0,이마트 성서점 기술운영팀,,10:00~00:00,,35.85332957,128.5101702,민간,상업시설,수세식,없음,Y,여자화장실,,2020-08-31
210,개방화장실,이마트 성서점 1층,대구광역시 달서구 이곡동로 24 (이곡동),,N,3,3,0,0,0,0,7,1,1,이마트 성서점 기술운영팀,,10:00~00:00,,35.85332957,128.5101702,민간,상업시설,수세식,없음,Y,여자화장실,,2020-08-31
211,공중화장실,목련공원,대구광역시 달서구 이곡공원로1길 7,,N,1,1,0,0,0,0,1,0,0,이곡1동 행정복지센터,,09:00~18:00,,35.85572842,128.5083073,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
212,개방화장실,대구지방조달청,"대구광역시 달서구 이곡공원로 54 (이곡동, 지방조달청)",,N,11,9,0,0,0,0,9,0,0,대구지방조달청 경영관리과,,09:00~18:00,,35.85446351,128.5134417,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
213,개방화장실,농협은행 성서지점,대구광역시 달서구 이곡공원로 46 (이곡동),,N,1,2,0,0,0,1,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85502105,128.5123896,민간,기타,수세식,없음,Y,없음,,2020-08-31
214,개방화장실,파티마정형외과,대구광역시 달서구 이곡공원로 42 (이곡동),,N,1,2,0,0,0,1,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85502867,128.5120709,민간,기타,수세식,없음,N,없음,,2020-08-31
215,개방화장실,대운빌딩,대구광역시 달서구 이곡공원로 36 (이곡동),,N,2,2,0,0,0,1,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85503714,128.5113981,민간,기타,수세식,없음,N,없음,,2020-08-31
216,개방화장실,성서중앙빌딩,대구광역시 달서구 이곡공원로 32 (이곡동),,N,2,3,0,0,0,1,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.85496292,128.5109937,민간,기타,수세식,없음,N,없음,,2020-08-31
217,공중화장실,신세계주유소,대구광역시 달서구 이곡공원로 28 (이곡동),,N,2,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85496727,128.5106485,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
218,개방화장실,이곡메디칼빌딩,대구광역시 달서구 이곡공원로 26 (이곡동),,N,2,1,0,0,0,1,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.85506165,128.5103093,민간,기타,수세식,없음,N,없음,,2020-08-31
219,개방화장실,한유빌딩,대구광역시 달서구 이곡공원로 14 (이곡동),,N,1,2,0,0,0,0,1,1,0,달서구청 환경보호과,,09:00~18:00,,35.85498009,128.5090547,민간,기타,수세식,없음,N,없음,,2020-08-31
220,개방화장실,신아빌딩,대구광역시 달서구 이곡공원로 12 (이곡동),,N,1,3,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.85499529,128.5087052,민간,기타,수세식,없음,N,없음,,2020-08-31
221,공중화장실,감천리공원,"대구광역시 달서구 월성로 77 (월성동, 월성주공아파트2단지)",,N,1,1,0,0,0,0,2,0,0,월성2동 행정복지센터,,09:00~18:00,,35.83004104,128.5283373,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
222,개방화장실,학산종합사회복지관 3층,"대구광역시 달서구 월성로 77 (월성동, 월성주공아파트2단지)",,N,2,3,0,0,0,0,2,1,0,학산종합사회복지관,,08:00~21:00,,35.83004104,128.5283373,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
223,개방화장실,학산종합사회복지관 2층,"대구광역시 달서구 월성로 77 (월성동, 월성주공아파트2단지)",,N,2,3,0,0,0,0,2,1,0,학산종합사회복지관,,08:00~21:00,,35.83004104,128.5283373,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
224,개방화장실,학산종합사회복지관 1층,"대구광역시 달서구 월성로 77 (월성동, 월성주공아파트2단지)",,N,4,3,0,0,0,0,3,1,0,학산종합사회복지관,,08:00~21:00,,35.83004104,128.5283373,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
225,개방화장실,월성파출소,"대구광역시 달서구 월성로 69 (월성동, 월성2동파출소)",,Y,0,0,0,0,0,0,0,1,0,월성파출소,,00:00~23:50,,35.83079433,128.5280596,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
226,개방화장실,월성파출소,"대구광역시 달서구 월성로 69 (월성동, 월성2동파출소)",,Y,0,0,0,0,0,0,0,1,0,월성파출소,,00:00~23:50,,35.83079433,128.5280596,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
227,개방화장실,월성파출소,"대구광역시 달서구 월성로 69 (월성동, 월성2동파출소)",,Y,0,0,0,0,0,0,0,1,0,월성파출소,,00:00~23:50,,35.83079433,128.5280596,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
228,개방화장실,월성2동행정복지센터,"대구광역시 달서구 월성로 65 (월성동, 월성2동행정복지센터)",,N,3,4,0,0,0,0,2,1,0,월성2동 행정복지센터,,09:00~18:00,,35.8309502,128.5282751,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
229,공중화장실,미성공원,대구광역시 달서구 구마로14남길 55,,N,1,1,0,0,0,0,2,0,0,월성2동 행정복지센터,,09:00~18:00,,35.83192634,128.5331408,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
230,개방화장실,송현2동 행정복지센터 2층,"대구광역시 달서구 월배로83길 120-14 (송현동, 송현2동행정복지센터)",,Y,0,0,0,0,0,0,0,0,0,송현2동행정복지센터,,09:00~18:00,,35.83278706,128.5455827,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
231,개방화장실,송현2동 행정복지센터 1층,"대구광역시 달서구 월배로83길 120-14 (송현동, 송현2동행정복지센터)",,Y,0,0,0,0,0,0,0,0,0,송현2동행정복지센터,,09:00~18:00,,35.83278706,128.5455827,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
232,공중화장실,월배시장,"대구광역시 달서구 월배로24길 13 (진천동, 월배시장)",,N,2,2,0,0,0,0,3,1,0,달서구청 경제지원과,,09:00~18:00,,35.81407363,128.5273983,민간,상업시설,수세식,없음,N,없음,,2020-08-31
233,공중화장실,진천역,"대구광역시 달서구 월배로 지하 76 (진천동, 대구지하철1호선 진천역)",,N,4,8,0,0,0,0,6,1,0,대구도시철도공사 진천역,,05:20~00:00,,35.81389008,128.5231154,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
234,공중화장실,송현역,"대구광역시 달서구 월배로 지하 412 (송현동, 대구지하철1호선 송현역)",,N,5,6,0,0,0,0,5,1,0,대구도시철도공사 송현역,,05:20~00:00,,35.83106752,128.5517463,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
235,공중화장실,월촌역,"대구광역시 달서구 월배로 지하 311 (송현동, 대구지하철1호선 월촌역)",,N,4,7,0,0,0,0,4,1,0,대구도시철도공사 월촌역,,05:20~00:00,,35.82373343,128.5454912,공공기관,교통시설,수세식,여자화장실,N,여자화장실,,2020-08-31
236,개방화장실,상인3동행정복지센터 장애인전용,"대구광역시 달서구 상인로 25 (상인동, 상인3동행정복지센터)",,N,1,1,0,0,0,0,1,1,0,상인3동행정복지센터,,09:00~18:00,,35.81006531,128.5502003,지방자치단체,공공용시설,수세식,장애인화장실,N,없음,,2020-08-31
237,개방화장실,상인3동행정복지센터 2층,"대구광역시 달서구 상인로 25 (상인동, 상인3동행정복지센터)",,Y,0,0,0,0,0,0,0,0,0,상인3동행정복지센터,,09:00~18:00,,35.81006531,128.5502003,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
238,개방화장실,상인3동행정복지센터 1층,"대구광역시 달서구 상인로 25 (상인동, 상인3동행정복지센터)",,N,1,3,0,0,0,0,1,0,0,상인3동행정복지센터,,09:00~18:00,,35.81006531,128.5502003,지방자치단체,공공용시설,수세식,,N,없음,,2020-08-31
239,개방화장실,상인3동치안센터,"대구광역시 달서구 상인로 21 (상인동, 상인3동치안센터)",,N,1,1,0,0,0,0,1,1,0,달서경찰서 상인지구대,,09:00~18:00,,35.80992322,128.550317,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
240,공중화장실,월곡역사공원,대구광역시 달서구 상인로 128,,N,1,3,0,0,0,0,2,0,0,달서구청 공원녹지과,,09:00~18:00,,35.81798119,128.5445919,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
241,개방화장실,대구월배우체국,"대구광역시 달서구 상원로 97 (진천동, 월배우체국)",,N,1,1,0,0,0,0,0,0,0,대구월배우체국,,09:00~18:00,,35.81749899,128.5321375,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
242,개방화장실,상인2동치안센터,"대구광역시 달서구 상원로 32 (상인동, 상인2동치안센터)",,Y,0,0,0,0,0,0,0,1,0,달서경찰 상인지구대,,09:00~18:00,,35.81283706,128.5367433,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
243,공중화장실,월배공원,대구광역시 달서구 상원로 32,,N,2,3,0,0,0,0,4,1,0,달서구청 공원녹지과,,09:00~18:00,,35.81283706,128.5367433,지방자치단체,공공용시설,수세식,여자화장실,N,여자화장실,,2020-08-31
244,개방화장실,상인2동행정복지센터 3층,"대구광역시 달서구 상원로 27 (상인동, 상인2동행정복지센터)",,N,1,2,0,0,0,0,2,0,0,상인2동행정복지센터,,09:00~18:00,,35.81255487,128.5362599,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
245,개방화장실,상인2동행정복지센터 2층,"대구광역시 달서구 상원로 27 (상인동, 상인2동행정복지센터)",,N,1,2,0,0,0,0,0,0,0,상인2동행정복지센터,,09:00~18:00,,35.81255487,128.5362599,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
246,개방화장실,상인2동행정복지센터 1층,"대구광역시 달서구 상원로 27 (상인동, 상인2동행정복지센터)",,N,1,2,0,0,0,0,0,1,0,상인2동행정복지센터,,09:00~18:00,,35.81255487,128.5362599,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
247,공중화장실,대곡역,"대구광역시 달서구 비슬로 지하 2718 (대곡동, 대구지하철1호선 대곡역)",,N,3,6,0,0,0,0,8,1,0,대구도시철도공사 대곡역,,05:20~00:00,,35.80943921,128.512485,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
248,공중화장실,하나로2주유소,대구광역시 달서구 비슬로 2682 (대곡동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.80767304,128.5090352,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
249,공중화장실,도원공원,대구광역시 달서구 미리샘길 26,,N,2,2,0,0,0,0,2,1,0,달서구청 공원녹지과,,09:00~18:00,,35.80626098,128.5435905,지방자치단체,공공용시설,수세식,여자화장실,N,여자화장실,,2020-08-31
250,개방화장실,웃는얼굴아트센터 별관 2층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,2,2,0,0,0,0,3,0,0,웃는얼굴아트센터 운영지원팀,,06:50~21:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
251,개방화장실,웃는얼굴아트센터 별관 1층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,3,2,0,0,0,0,4,1,0,웃는얼굴아트센터 운영지원팀,,06:50~21:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
252,개방화장실,웃는얼굴아트센터 별관 지하1층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,3,2,0,0,0,0,3,0,0,웃는얼굴아트센터 운영지원팀,,06:50~21:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
253,개방화장실,웃는얼굴아트센터 본관 3층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,2,3,0,0,0,0,3,1,0,웃는얼굴아트센터 운영지원팀,,05:00~22:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
254,개방화장실,웃는얼굴아트센터 본관 2층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,3,3,0,0,0,0,4,0,0,웃는얼굴아트센터 운영지원팀,,05:00~22:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
255,개방화장실,웃는얼굴아트센터 본관 1층,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,3,3,0,0,0,0,4,1,0,웃는얼굴아트센터 운영지원팀,,05:00~22:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
256,개방화장실,웃는얼굴아트센터 생활문화센터,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,2,3,0,0,0,0,2,0,0,웃는얼굴아트센터 운영지원팀,,05:00~18:00,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
257,개방화장실,웃는얼굴아트센터 본관 청룡홀 로비,"대구광역시 달서구 문화회관길 160 (장기동, 웃는얼굴아트센터)",,N,2,3,0,0,0,0,7,0,0,웃는얼굴아트센터 운영지원팀,,05:00~22:30,,35.84285866,128.5221241,지방자치단체,공공용시설,수세식,없음,N,없음,,2020-08-31
258,공중화장실,상화주유소,대구광역시 달서구 명천로 28 (대곡동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.80701947,128.5122798,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
259,공중화장실,서대구시장,"대구광역시 달서구 명덕로2길 30 (두류동, 서대구시장)",,Y,0,0,0,0,0,0,0,0,0,달서구청 경제지원과,,09:00~18:00,,35.86059904,128.5706851,민간,상업시설,수세식,없음,N,없음,,2020-08-31
260,개방화장실,달서구도시재생지원센터,"대구광역시 달서구 두류길 141 (두류동, 두류1,2동현장민원실)",,N,0,1,0,0,0,0,0,1,0,도시재생과,,09:00~18:00,,35.85809508,128.5672793,지방자치단체,공공용시설,수세식,없음,Y,없음,,2020-08-31
261,개방화장실,제일화재빌딩,대구광역시 달서구 두류공원로 269 (두류동),,N,2,2,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.85699307,128.557503,민간,기타,수세식,없음,N,없음,,2020-08-31
262,개방화장실,국민건강보험공단 대구경북본부,"대구광역시 달서구 두류공원로 264 (두류동, 국민건강보험공단대구달서지사)",,N,2,3,0,0,0,0,2,1,0,국민건강보험공단 대구지역본부,,09:00~18:00,,35.85706853,128.5583546,공공기관,공공용시설,수세식,,N,없음,,2020-08-31
263,공중화장실,대구가스충전소,대구광역시 달서구 두류공원로 127 (성당동),,N,1,3,0,0,0,0,1,1,0,달서구청 환경보호과,,09:00~18:00,,35.84710502,128.5661465,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
264,개방화장실,도원119안전센터,"대구광역시 달서구 도원로 8 (도원동, 도원119안전센터)",,Y,0,0,0,0,0,0,0,0,0,도원119안전센터,,09:00~18:00,,35.80900515,128.5356295,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
265,공중화장실,상인역,"대구광역시 달서구 월배로 지하 223 (상인동, 대구지하철1호선 상인역)",,N,4,8,0,0,0,0,4,1,0,대구도시철도공사 상인역,,05:20~00:00,,35.81895019,128.5378968,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
266,공중화장실,월배역,"대구광역시 달서구 월배로 지하 143 (진천동, 대구지하철1호선 월배역)",,N,4,7,0,0,0,0,4,1,0,대구도시철도공사 월배역,,05:20~00:00,,35.81614147,128.5303279,공공기관,교통시설,수세식,여자화장실,Y,없음,,2020-08-31
267,공중화장실,신도주유소,대구광역시 달서구 월배로 94 (진천동),,Y,1,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.81403961,128.5249681,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
268,공중화장실,스마일주유소,대구광역시 달서구 월배로 8 (진천동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.81082991,128.5168305,민간,주유소·충전소,수세식,,N,없음,,2020-08-31
269,공중화장실,관문셀프주유소,대구광역시 달서구 월배로 439 (송현동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.83310213,128.5532954,민간,주유소·충전소,수세식,,N,없음,,2020-08-31
270,개방화장실,송현효병원,"대구광역시 달서구 월배로 384 (송현동, 송현효병원)",,N,2,2,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.82874721,128.550267,민간,기타,수세식,없음,N,없음,,2020-08-31
271,개방화장실,송현1동치안센터,"대구광역시 달서구 월배로 382 (송현동, 송현1동치안센터)",,Y,0,0,0,0,0,0,0,0,0,달서경찰서 송현지구대,,09:00~18:00,,35.82865597,128.5500749,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
272,공중화장실,창경주유소,대구광역시 달서구 월배로 372 (송현동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.82779896,128.5494474,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
273,개방화장실,송현119안전센터,"대구광역시 달서구 월배로 262 (상인동, 송현119안전센터)",,N,1,1,0,0,0,0,1,1,0,송현119안전센터,,09:00~18:00,,35.82002548,128.5420291,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
274,공중화장실,구마선self오일뱅크,대구광역시 달서구 월배로 255 (상인동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.82017559,128.5410052,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
275,개방화장실,성모여성병원,"대구광역시 달서구 월배로 204 (상인동, 성모여성병원)",,N,1,1,0,0,0,0,2,1,0,달서구청 환경보호과,,09:00~18:00,,35.81809419,128.5360569,민간,기타,수세식,없음,N,없음,,2020-08-31
276,공중화장실,상인주유소,대구광역시 달서구 월배로 200 (상인동),,N,1,2,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.81793588,128.5354696,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
277,개방화장실,상인홈플러스 2층,"대구광역시 달서구 월배로 183 (상인동, 상인 대성 스카이렉스)",,N,3,4,0,0,0,0,7,1,1,홈플러스 상인점,,10:00~00:00,,35.81827953,128.5325508,민간,상업시설,수세식,없음,N,여자화장실,,2020-08-31
278,개방화장실,상인홈플러스 롯데리아,"대구광역시 달서구 월배로 183 (상인동, 상인 대성 스카이렉스)",,N,3,4,0,0,0,0,7,1,1,홈플러스 상인점,,10:00~00:00,,35.81827953,128.5325508,민간,상업시설,수세식,없음,Y,여자화장실,,2020-08-31
279,개방화장실,상인홈플러스 문화센터,"대구광역시 달서구 월배로 183 (상인동, 상인 대성 스카이렉스)",,N,1,2,0,0,0,0,3,0,0,홈플러스 상인점,,10:00~00:00,,35.81827953,128.5325508,민간,상업시설,수세식,없음,N,없음,,2020-08-31
280,개방화장실,유천치안센터,"대구광역시 달서구 월배로 16 (진천동, 유천치안센터)",,Y,0,0,0,0,0,0,0,0,0,달서경찰서 월배지구대,,09:00~18:00,,35.81143653,128.51732,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
281,개방화장실,월배지구대,"대구광역시 달서구 월배로 108 (진천동, 월배지구대)",,N,1,1,0,0,0,0,1,1,0,달서경찰서 월배지구대,,00:00~23:50,,35.81420554,128.5263786,공공기관,공공용시설,수세식,없음,N,없음,,2020-08-31
282,개방화장실,보강병원,대구광역시 달서구 월배로 102 (진천동),,N,2,3,0,0,0,0,3,1,0,달서구청 환경보호과,,09:00~18:00,,35.81345941,128.5252402,민간,기타,수세식,없음,N,없음,,2020-08-31
283,개방화장실,신라병원,대구광역시 달서구 월배로 10 (진천동),,N,1,2,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.81104491,128.5169319,민간,기타,수세식,없음,N,없음,,2020-08-31
284,공중화장실,옹달샘공원,대구광역시 달서구 학산로7길 39,,N,1,1,0,0,0,0,2,0,0,월성2동 행정복지센터,,09:00~18:00,,35.83157511,128.5298717,공공기관,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
285,공중화장실,학산공원,대구광역시 달서구 월곡로94길 28,,N,2,1,0,0,0,0,2,0,0,월성1동 행정복지센터,,09:00~18:00,,35.83379809,128.5265546,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
286,공중화장실,서광공원,대구광역시 달서구 상인서로 3,,N,1,3,0,0,0,0,1,0,0,상인3동 행정복지센터,,09:00~18:00,,35.81139501,128.5471549,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
287,공중화장실,채정공원,대구광역시 달서구 월곡로26안길 27,,N,1,3,0,0,0,0,1,0,0,상인3동 행정복지센터,,09:00~18:00,,35.80967084,128.5500421,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
288,공중화장실,은행공원,대구광역시 달서구 월곡로20길 17,,N,1,3,0,0,0,0,1,0,0,상인3동 행정복지센터,,09:00~18:00,,35.80612836,128.5513716,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
289,개방화장실,대구보훈병원,"대구광역시 달서구 월곡로 60 (도원동, 대구보훈병원)",,N,0,1,0,0,0,0,0,1,0,달서구청 환경보호과,,09:00~18:00,,35.80282935,128.5517101,민간,기타,수세식,없음,N,없음,,2020-08-31
290,공중화장실,월광수변공원1,대구광역시 달서구 월곡로 5,,N,2,2,0,0,0,0,3,1,0,달서구청 공원녹지과,,09:00~18:00,,35.79880747,128.5482868,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
291,공중화장실,용산역,"대구광역시 달서구 달구벌대로 지하 1476 (용산동, 대구지하철2호선 용산역)",,N,6,10,0,0,0,0,16,0,1,대구도시철도공사 용산역,,05:20~00:00,,35.84896464,128.5283905,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
292,공중화장실,이곡역,"대구광역시 달서구 달구벌대로 지하 1357 (이곡동, 대구지하철2호선 이곡역)",,N,3,4,0,0,0,0,7,1,0,대구도시철도공사 이곡역,,05:20~00:00,,35.85062048,128.5157684,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
293,공중화장실,성서산업단지역,"대구광역시 달서구 달구벌대로 지하 1280 (이곡동, 대구지하철2호선 성서산업단지역)",,N,4,8,0,0,0,0,13,1,0,대구도시철도공사,,05:20~00:00,,35.8517297,128.507253,공공기관,교통시설,수세식,여자화장실,Y,여자화장실,,2020-08-31
294,공중화장실,계명대역,"대구광역시 달서구 달구벌대로 지하 1140 (신당동, 대구지하철2호선 계명대역)",,N,4,5,0,0,0,0,9,1,1,대구도시철도공사 계명대역,,05:20~00:00,,35.85150585,128.491978,공공기관,교통시설,수세식,여자화장실,Y,없음,,2020-08-31
295,개방화장실,대구도원동우체국,"대구광역시 달서구 도원로 6 (도원동, 도원동우체국)",,N,1,1,0,0,0,0,1,0,0,대구도원동우체국,,09:00~18:00,,35.80916698,128.5356592,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
296,개방화장실,본리119안전센터,대구광역시 달서구 대명천로 134 (본리동),,N,1,1,0,0,0,0,1,1,0,본리119안전센터,,09:00~18:00,,35.83969266,128.545088,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
297,개방화장실,서대구세무서,"대구광역시 달서구 당산로38길 33 (두류동, 서대구세무서)",,N,12,12,0,0,0,0,24,1,0,서대구세무서 업무지원팀,,09:00~18:00,,35.85398654,128.5502801,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
298,개방화장실,본리도서관,"대구광역시 달서구 당산로 37-25 (본리동, 본리도서관)",,N,6,7,0,0,0,0,11,1,1,달서구청 도서관과,,09:00~20:00,,35.84056015,128.5418156,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
299,공중화장실,본리공원,대구광역시 달서구 당산로 37-25,,N,2,3,0,0,0,0,3,1,0,본리동 행정복지센터,,09:00~18:00,,35.84056015,128.5418156,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
300,개방화장실,본리동행정복지센터,"대구광역시 달서구 당산로 37-14 (본리동, 본리동주민센터, 본리종합사회복지관)",,N,2,2,0,0,0,0,4,1,0,본리동주민센터,,09:00~18:00,,35.84101503,128.5431658,지방자치단체,공공용시설,수세식,,Y,없음,,2020-08-31
301,개방화장실,대구본리동우체국,"대구광역시 달서구 당산로 36 (본리동, 본리동우체국)",,Y,0,0,0,0,0,0,0,0,0,대구본리동우체국,,09:00~18:00,,35.84060926,128.5450084,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
302,공중화장실,달서시장,"대구광역시 달서구 당산로 35 (본리동, 달서종합상가)",,N,4,3,0,0,0,0,5,1,0,달서구청 경제지원과,,09:00~18:00,,35.84019375,128.5442434,민간,상업시설,수세식,여자화장실,Y,없음,,2020-08-31
303,개방화장실,SK텔레콤,대구광역시 달서구 당산로 32 (본리동),,N,4,4,0,0,0,0,2,0,0,달서구청 환경보호과,,09:00~18:00,,35.84013288,128.5450523,민간,기타,수세식,없음,N,없음,,2020-08-31
304,공중화장실,국가대표주유소,대구광역시 달서구 당산로 104 (성당동),,Y,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.84654262,128.5449951,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
305,공중화장실,두류종합시장,"대구광역시 달서구 당산동길 9 (성당동, 두류종합상가)",,N,1,1,0,0,0,0,2,1,0,달서구청 경제지원과,,09:00~18:00,,35.84549178,128.545143,민간,상업시설,수세식,없음,N,없음,,2020-08-31
306,개방화장실,대천119안전센터,"대구광역시 달서구 달서대로58길 129 (대천동, 대천119안전센터)",,Y,0,0,0,0,0,0,0,0,0,대천119안전센터,,09:00~18:00,,35.8249536,128.5067465,국가,공공용시설,수세식,없음,N,없음,,2020-08-31
307,공중화장실,호산공원,대구광역시 달서구 달서대로109길 70,,N,2,4,0,0,0,0,5,0,0,신당동 행정복지센터,,09:00~18:00,,35.84898495,128.4839303,지방자치단체,공공용시설,수세식,여자화장실,N,없음,,2020-08-31
308,공중화장실,대영주유소,대구광역시 달서구 달서대로 84 (유천동),,N,1,1,0,0,0,0,1,0,0,달서구청 환경보호과,,09:00~18:00,,35.81532962,128.5084366,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
309,공중화장실,아리랑주유소,대구광역시 달서구 달서대로 696 (신당동),,N,0,0,0,0,0,0,0,0,0,달서구청 환경보호과,,09:00~18:00,,35.86169532,128.4926251,민간,주유소·충전소,수세식,없음,N,없음,,2020-08-31
